Student_ID,Branch,Grade,Study_Hours,IQ,Age,Weight,Parents_Income
Student_1270,Engineering,C,1,116,21,54,56146
Student_1271,History,F,27,110,20,63,133884
Student_1272,Literature,B,49,155,21,58,51120
Student_1273,Biology,D,43,122,23,76,120210
Student_1274,Biology,C,27,111,18,73,149734
Student_1275,Literature,B,18,102,21,90,27776
Student_1276,History,F,55,117,24,97,84408
Student_1277,Mathematics,E,47,152,18,58,125767
Student_1278,Mathematics,F,1,130,21,86,128627
Student_1279,Engineering,B,6,84,20,70,134473
Student_1280,Mathematics,B,9,117,18,81,97644
Student_1281,Mathematics,A,57,94,22,65,36777
Student_1282,History,E,32,114,23,99,111169
Student_1283,Mathematics,D,14,121,25,54,31023
Student_1284,Biology,F,55,97,19,99,124931
Student_1285,Mathematics,E,11,80,18,92,121711
Student_1286,Mathematics,B,60,112,18,69,55393
Student_1287,Biology,A,45,158,24,77,114633
Student_1288,Biology,B,41,126,25,76,68561
Student_1289,Engineering,F,58,120,24,81,77560
Student_1290,Mathematics,F,29,94,19,81,133279
Student_1291,Literature,A,41,107,18,58,54292
Student_1292,Mathematics,E,7,124,20,54,41376
Student_1293,History,C,48,119,25,67,148718
Student_1294,History,A,43,146,23,78,100369
Student_1295,History,B,39,128,23,50,81434
Student_1296,Mathematics,D,25,90,23,72,25333
Student_1297,History,B,42,127,23,93,97969
Student_1298,Mathematics,E,48,156,22,99,49783
Student_1299,Literature,C,25,87,18,83,65620
Student_1300,Literature,A,7,139,18,99,66735
Student_1301,History,C,31,116,24,59,122859
Student_1302,Literature,B,26,87,24,58,124646
Student_1303,History,B,41,127,19,73,33343
Student_1304,Literature,F,16,98,18,65,134287
Student_1305,Literature,D,10,124,23,69,33386
Student_1306,Biology,F,11,119,19,67,37783
Student_1307,Mathematics,A,58,151,25,52,125603
Student_1308,History,C,19,97,25,82,127926
Student_1309,Engineering,C,12,158,21,100,45831
Student_1310,Biology,D,33,126,21,97,41179
Student_1311,Mathematics,D,52,115,25,60,90216
Student_1312,Mathematics,B,4,91,25,99,76662
Student_1313,Mathematics,F,55,96,25,63,37736
Student_1314,Mathematics,A,36,131,25,70,120201
Student_1315,Biology,F,49,142,23,89,28577
Student_1316,Engineering,A,36,106,23,83,30944
Student_1317,Biology,E,15,155,21,52,62689
Student_1318,Literature,E,46,149,18,94,137211
Student_1319,History,D,58,160,18,75,26163
Student_1320,Engineering,D,56,160,25,98,78608
Student_1321,Mathematics,C,17,93,20,83,137687
Student_1322,Biology,A,33,93,22,84,141141
Student_1323,History,D,10,97,20,93,72301
Student_1324,Literature,F,40,117,21,89,148522
Student_1325,Literature,F,46,118,21,81,108799
Student_1326,Mathematics,A,7,95,21,83,48799
Student_1327,Literature,E,2,118,21,85,122454
Student_1328,Biology,C,11,106,25,95,130105
Student_1329,Biology,B,41,160,18,95,125726
Student_1330,Literature,D,7,160,18,87,88519
Student_1331,History,C,23,141,21,81,89111
Student_1332,Engineering,C,40,108,21,91,122821
Student_1333,Engineering,B,8,103,18,69,38847
Student_1334,Biology,E,21,159,20,70,127548
Student_1335,Biology,C,45,118,24,88,65992
Student_1336,Literature,B,18,151,24,73,141977
Student_1337,History,C,48,141,22,79,146437
Student_1338,History,F,57,102,21,96,87133
Student_1339,Literature,E,11,152,18,62,55936
Student_1340,Literature,B,22,141,21,98,94645
Student_1341,History,A,35,94,20,61,108749
Student_1342,Literature,A,26,104,21,100,26931
Student_1343,Engineering,F,0,139,18,77,80621
Student_1344,History,F,29,91,24,100,96385
Student_1345,History,A,45,141,23,78,40477
Student_1346,History,E,11,136,19,76,28641
Student_1347,Engineering,A,46,114,25,51,44718
Student_1348,Engineering,B,42,137,24,99,82516
Student_1349,Literature,C,8,153,20,71,147689
Student_1350,Mathematics,A,59,131,20,91,131552
Student_1351,Biology,C,8,138,19,75,132074
Student_1352,Engineering,F,27,149,23,76,31891
Student_1353,Biology,E,19,101,18,88,146881
Student_1354,Biology,B,0,141,18,86,59147
Student_1355,Biology,B,1,157,25,90,23794
Student_1356,Engineering,A,40,123,23,59,39921
Student_1357,Biology,A,10,99,18,87,75635
Student_1358,Literature,C,8,81,23,77,137827
Student_1359,Engineering,C,38,89,21,71,73590
Student_1360,History,A,38,109,19,84,40748
Student_1361,Mathematics,C,14,146,21,92,110639
Student_1362,Mathematics,F,18,110,18,58,58352
Student_1363,Biology,B,38,98,22,64,88006
Student_1364,Mathematics,A,51,122,25,56,86739
Student_1365,Mathematics,A,10,136,23,83,29560
Student_1366,History,F,11,107,18,81,110950
Student_1367,Engineering,D,32,119,22,98,118101
Student_1368,History,F,51,84,24,95,128973
Student_1369,Mathematics,A,36,85,21,54,33238
Student_1370,Engineering,F,11,151,18,65,74272
Student_1371,Mathematics,A,25,105,18,100,29435
Student_1372,Literature,B,15,157,21,85,82395
Student_1373,History,D,10,149,25,91,137664
Student_1374,Biology,D,13,124,22,91,81436
Student_1375,Biology,A,26,150,23,78,149488
Student_1376,Mathematics,D,51,146,25,60,74842
Student_1377,Engineering,E,31,137,18,96,60653
Student_1378,Engineering,E,21,132,21,87,132460
Student_1379,History,C,23,98,25,51,134146
Student_1380,Biology,A,46,104,25,76,55499
Student_1381,Engineering,F,36,137,22,89,110689
Student_1382,History,C,13,97,23,72,141179
Student_1383,History,D,21,149,22,82,55600
Student_1384,Mathematics,A,17,115,20,93,56980
Student_1385,Biology,B,3,150,19,77,44995
Student_1386,Mathematics,E,28,158,24,72,54721
Student_1387,Biology,E,44,128,20,62,31076
Student_1388,Engineering,F,27,103,20,51,68955
Student_1389,Biology,A,25,153,19,62,38206
Student_1390,Mathematics,D,37,160,23,57,125105
Student_1391,Literature,B,1,154,19,84,38887
Student_1392,Literature,E,9,110,24,69,75897
Student_1393,Biology,B,57,92,20,71,42144
Student_1394,Literature,E,43,94,21,86,122752
Student_1395,Mathematics,E,24,102,25,74,142409
Student_1396,History,A,13,128,22,70,38727
Student_1397,History,E,34,140,24,79,92368
Student_1398,Engineering,B,21,136,23,65,126710
Student_1399,Mathematics,B,48,114,23,53,140022
Student_1400,History,B,22,124,21,56,72150
Student_1401,Mathematics,B,21,126,20,67,134759
Student_1402,Biology,E,10,104,23,63,64467
Student_1403,Literature,D,47,89,20,89,35929
Student_1404,Mathematics,B,31,149,24,65,72286
Student_1405,Mathematics,B,7,148,21,90,73514
Student_1406,Biology,B,11,144,21,67,76722
Student_1407,Literature,A,41,104,18,95,119806
Student_1408,Mathematics,F,3,114,19,95,110739
Student_1409,Literature,E,33,128,21,70,143599
Student_1410,Literature,D,25,93,24,77,116669
Student_1411,Engineering,F,56,105,21,97,141429
Student_1412,Biology,E,36,92,24,74,116707
Student_1413,Literature,D,58,119,25,79,45324
Student_1414,Engineering,A,12,122,23,83,28690
Student_1415,Literature,D,1,111,18,88,49317
Student_1416,Engineering,A,40,151,23,54,128734
Student_1417,Mathematics,F,33,112,23,64,72745
Student_1418,Biology,D,3,159,20,69,44056
Student_1419,Engineering,A,57,146,19,58,39184
Student_1420,History,C,26,122,21,99,132423
Student_1421,History,B,19,155,18,56,72035
Student_1422,History,C,33,158,19,83,29654
Student_1423,Literature,D,32,132,24,92,86010
Student_1424,History,B,15,95,19,85,117227
Student_1425,Biology,B,2,133,21,53,53127
Student_1426,Mathematics,F,37,118,24,66,143712
Student_1427,Literature,D,36,83,23,73,28108
Student_1428,History,E,48,113,19,64,103534
Student_1429,Literature,C,22,86,21,97,124494
Student_1430,Engineering,D,20,133,19,93,113671
Student_1431,Literature,F,14,138,23,65,33803
Student_1432,Engineering,F,11,128,18,55,26372
Student_1433,Biology,D,6,89,20,71,63552
Student_1434,Literature,D,12,80,21,98,80200
Student_1435,History,F,16,141,25,95,30342
Student_1436,Mathematics,D,17,116,25,97,21252
Student_1437,Literature,C,42,151,19,89,79874
Student_1438,History,E,17,147,24,59,24659
Student_1439,History,B,4,117,22,75,105543
Student_1440,Engineering,E,6,125,23,57,57781
Student_1441,Literature,A,17,84,25,59,70692
Student_1442,Literature,D,57,121,22,66,106434
Student_1443,Mathematics,C,59,117,25,51,69886
Student_1444,Biology,A,5,138,20,84,136380
Student_1445,History,A,24,114,21,97,90028
Student_1446,Biology,B,53,111,21,57,49375
Student_1447,History,C,56,103,21,76,34161
Student_1448,Engineering,D,46,149,23,86,130419
Student_1449,Engineering,F,33,113,21,99,133797
Student_1450,Biology,A,47,89,21,88,128728
Student_1451,Biology,F,20,102,22,62,24555
Student_1452,Engineering,A,37,133,24,62,61487
Student_1453,History,A,38,127,19,74,116373
Student_1454,History,A,49,84,24,59,121086
Student_1455,Engineering,D,29,84,24,92,25445
Student_1456,Biology,C,59,137,19,99,32242
Student_1457,Biology,E,46,131,22,75,37699
Student_1458,Literature,D,20,102,20,97,59276
Student_1459,History,D,20,128,22,92,93095
Student_1460,History,C,31,136,18,82,126272
Student_1461,Literature,A,18,115,25,79,28930
Student_1462,Literature,B,54,83,21,66,143867
Student_1463,Literature,A,12,123,19,63,113506
Student_1464,History,E,46,122,22,97,24304
Student_1465,Engineering,C,8,124,25,70,145282
Student_1466,Biology,C,52,82,21,71,92679
Student_1467,Mathematics,A,5,95,24,62,118209
Student_1468,Engineering,A,22,115,18,90,137356
Student_1469,Biology,F,52,120,25,76,33961
Student_1470,Literature,F,24,127,19,74,21047
Student_1471,Mathematics,B,56,146,21,59,43864
Student_1472,History,D,36,99,22,75,116376
Student_1473,Literature,C,52,140,23,72,132485
Student_1474,Mathematics,A,36,89,23,96,120453
Student_1475,History,D,25,151,25,89,116467
Student_1476,Mathematics,D,31,123,22,60,35698
Student_1477,Literature,F,39,125,24,52,26124
Student_1478,History,B,17,98,19,69,62519
Student_1479,Mathematics,E,47,93,24,83,52944
Student_1480,Biology,F,29,116,19,85,84761
Student_1481,Literature,F,39,158,24,69,98443
Student_1482,Literature,B,40,83,22,50,109994
Student_1483,Biology,D,48,104,24,81,87590
Student_1484,Literature,C,59,83,24,77,114258
Student_1485,History,F,37,148,25,91,100406
Student_1486,History,F,54,143,22,95,28416
Student_1487,History,B,34,103,20,85,55734
Student_1488,Mathematics,C,46,123,20,52,97507
Student_1489,Mathematics,F,51,90,19,87,108394
Student_1490,History,C,29,143,19,76,104292
Student_1491,Engineering,B,5,118,23,54,131023
Student_1492,Mathematics,F,41,80,25,75,113555
Student_1493,Mathematics,A,17,135,20,78,101216
Student_1494,Biology,C,24,127,23,75,98608
Student_1495,Biology,A,40,97,20,57,87162
Student_1496,Mathematics,D,38,136,23,91,131155
Student_1497,History,A,49,153,18,71,54297
Student_1498,Engineering,F,18,107,19,84,99593
Student_1499,History,B,10,85,18,55,92175
Student_1500,Biology,A,27,145,20,56,136278
Student_1501,Mathematics,D,12,97,25,95,61036
Student_1502,Mathematics,A,37,124,23,80,97911
Student_1503,Biology,C,40,94,18,53,78820
Student_1504,Mathematics,F,5,94,19,91,138144
Student_1505,Biology,C,35,85,24,90,96039
Student_1506,History,A,48,106,25,58,127665
Student_1507,Engineering,C,0,86,20,65,74526
Student_1508,Literature,C,37,97,21,92,75266
Student_1509,History,A,49,140,18,73,87722
Student_1510,History,F,23,156,20,56,71195
Student_1511,History,B,54,143,25,74,44497
Student_1512,Biology,F,4,89,20,73,124464
Student_1513,Literature,C,35,106,22,74,85875
Student_1514,Literature,A,7,94,23,57,132934
Student_1515,History,D,54,99,25,76,103366
Student_1516,Literature,F,49,119,18,87,44958
Student_1517,Biology,E,14,141,20,77,135774
Student_1518,Biology,A,45,147,19,61,31467
Student_1519,Biology,A,8,153,20,81,149330
Student_1520,History,E,6,91,25,53,140467
Student_1521,Mathematics,C,46,158,24,80,124870
Student_1522,Mathematics,D,55,86,19,81,43415
Student_1523,Literature,D,48,131,22,66,45178
Student_1524,History,C,39,159,24,71,107111
Student_1525,Biology,D,56,87,25,73,134785
Student_1526,Mathematics,F,39,141,18,55,39891
Student_1527,Mathematics,B,1,80,25,93,31538
Student_1528,Mathematics,E,46,158,18,51,126118
Student_1529,History,D,1,148,20,90,23794
Student_1530,Mathematics,F,21,135,18,76,69518
Student_1531,Engineering,F,7,81,21,81,113877
Student_1532,Biology,E,21,94,19,53,75690
Student_1533,Mathematics,F,38,147,21,80,102184
Student_1534,Literature,C,16,104,21,69,27459
Student_1535,History,C,34,121,23,76,23959
Student_1536,Literature,E,45,99,19,50,93470
Student_1537,Engineering,C,57,85,23,88,89006
Student_1538,Mathematics,D,26,154,22,51,139189
Student_1539,History,A,49,157,23,72,26702
Student_1540,History,E,24,119,20,79,66968
Student_1541,Engineering,E,56,152,20,57,116836
Student_1542,History,D,32,132,20,100,85627
Student_1543,Biology,B,32,127,23,68,44716
Student_1544,Literature,A,55,155,21,51,146118
Student_1545,Engineering,F,47,121,23,84,80690
Student_1546,Biology,D,36,145,18,96,122381
Student_1547,Engineering,A,14,81,23,62,145769
Student_1548,Mathematics,D,7,114,18,91,136202
Student_1549,Mathematics,E,60,85,18,52,46415
Student_1550,Engineering,B,37,89,24,88,36166
Student_1551,History,A,46,143,18,96,116906
Student_1552,Engineering,F,38,80,19,78,61779
Student_1553,Engineering,A,49,100,18,90,52853
Student_1554,Literature,D,26,112,21,54,121416
Student_1555,History,C,36,93,18,84,68106
Student_1556,Mathematics,E,32,90,24,80,94610
Student_1557,History,D,59,89,18,99,58839
Student_1558,Engineering,A,9,159,18,68,108504
Student_1559,Literature,D,3,126,25,71,129545
Student_1560,Mathematics,D,9,112,25,51,46161
Student_1561,Engineering,F,60,160,20,55,77899
Student_1562,Biology,D,60,132,24,95,140638
Student_1563,Literature,D,28,89,22,70,62970
Student_1564,History,B,0,84,25,71,141453
Student_1565,Literature,C,26,142,23,77,98475
Student_1566,Biology,C,54,83,23,75,147670
Student_1567,Biology,C,19,111,19,76,102484
Student_1568,Mathematics,D,60,103,23,50,78256
Student_1569,History,C,22,131,21,99,90446
Student_1570,Engineering,E,1,142,21,72,98951
Student_1571,Literature,C,22,144,23,92,65094
Student_1572,Literature,C,47,95,18,71,125040
Student_1573,Mathematics,D,5,135,20,61,28637
Student_1574,Biology,F,49,98,22,61,66715
Student_1575,Mathematics,F,22,82,24,88,127991
Student_1576,Biology,A,52,135,19,60,112435
Student_1577,Literature,D,24,120,20,98,131866
Student_1578,Mathematics,D,48,157,18,85,64925
Student_1579,History,C,10,100,24,52,86617
Student_1580,Literature,D,19,102,18,61,118204
Student_1581,Mathematics,F,36,153,24,85,119146
Student_1582,Literature,D,31,129,22,56,97011
Student_1583,Engineering,C,10,147,25,70,82556
Student_1584,Biology,C,24,121,19,81,55395
Student_1585,Mathematics,E,36,119,20,67,137034
Student_1586,Engineering,D,39,159,21,91,119191
Student_1587,Mathematics,D,41,120,20,98,139741
Student_1588,Literature,B,21,159,18,50,51387
Student_1589,Engineering,D,58,97,24,52,141606
Student_1590,Literature,A,47,119,20,74,87713
Student_1591,Mathematics,F,48,126,22,82,71814
Student_1592,History,B,35,97,21,73,134612
Student_1593,Biology,F,59,85,24,64,120752
Student_1594,Engineering,F,38,153,19,79,144187
Student_1595,Biology,B,26,123,21,64,117797
Student_1596,History,E,47,133,18,87,83195
Student_1597,History,C,58,103,23,55,24963
Student_1598,History,F,56,156,18,66,21314
Student_1599,Biology,A,44,108,23,93,46798
Student_1600,Mathematics,A,37,155,18,61,79857
Student_1601,Literature,D,1,91,24,77,36520
Student_1602,Engineering,F,29,84,22,68,34869
Student_1603,Biology,F,34,106,24,84,94666
Student_1604,History,E,37,132,19,62,20428
Student_1605,Literature,D,18,128,24,65,43403
Student_1606,Mathematics,E,14,120,24,66,99389
Student_1607,Biology,C,0,123,23,57,72639
Student_1608,Mathematics,A,25,93,19,81,23047
Student_1609,Engineering,E,34,109,22,96,110572
Student_1610,History,E,31,101,18,64,47606
Student_1611,History,A,14,122,20,53,87423
Student_1612,Literature,B,47,123,18,81,33260
Student_1613,Mathematics,A,28,109,21,88,138461
Student_1614,History,D,49,95,18,62,131578
Student_1615,History,F,19,91,23,53,94377
Student_1616,History,C,29,117,19,83,134007
Student_1617,History,F,17,113,18,65,95632
Student_1618,Engineering,B,1,115,18,58,93307
Student_1619,Literature,B,24,126,24,51,81483
Student_1620,Engineering,C,47,151,19,51,74172
Student_1621,Biology,B,10,106,18,58,130851
Student_1622,Biology,B,5,143,25,100,140727
Student_1623,Biology,B,48,118,20,75,28318
Student_1624,History,D,46,105,25,85,108138
Student_1625,History,D,38,159,21,77,96387
Student_1626,History,A,20,153,20,94,129147
Student_1627,History,D,17,140,20,95,80753
Student_1628,Mathematics,F,3,131,24,91,131651
Student_1629,Engineering,B,34,148,24,88,23483
Student_1630,Literature,B,53,96,19,95,28815
Student_1631,History,F,40,159,22,64,117677
Student_1632,Engineering,C,58,120,19,84,57342
Student_1633,Engineering,E,4,149,19,63,62734
Student_1634,Engineering,F,50,148,25,96,90154
Student_1635,Engineering,C,28,152,22,81,144022
Student_1636,Engineering,F,14,145,25,93,109737
Student_1637,History,D,3,115,20,50,116907
Student_1638,History,D,7,134,25,91,98034
Student_1639,Literature,C,10,89,23,93,87153
Student_1640,Literature,A,39,106,18,74,116495
Student_1641,Engineering,D,2,139,24,81,101254
Student_1642,Literature,E,29,104,22,59,95852
Student_1643,Literature,A,36,95,24,60,109616
Student_1644,Biology,E,29,146,22,52,129060
Student_1645,Literature,D,20,146,22,91,132634
Student_1646,Biology,C,56,109,18,83,59858
Student_1647,History,F,3,144,20,91,105816
Student_1648,Literature,C,60,157,21,96,145793
Student_1649,History,E,37,100,19,57,38450
Student_1650,Mathematics,B,34,124,19,53,124681
Student_1651,Mathematics,A,11,143,19,61,137822
Student_1652,Biology,B,52,107,18,93,139542
Student_1653,History,D,54,107,25,86,27957
Student_1654,Biology,E,39,128,22,79,138736
Student_1655,Mathematics,A,37,88,23,84,113769
Student_1656,Mathematics,C,40,129,18,98,117279
Student_1657,Engineering,D,49,109,23,74,127749
Student_1658,Mathematics,B,30,158,18,98,107024
Student_1659,History,A,4,124,25,84,120986
Student_1660,Biology,A,53,123,21,74,47746
Student_1661,Engineering,D,48,138,18,69,57309
Student_1662,Biology,D,38,96,21,55,124806
Student_1663,Biology,E,36,147,25,76,89010
Student_1664,History,B,30,138,23,73,137330
Student_1665,Engineering,C,47,151,22,72,40822
Student_1666,Biology,A,4,121,21,77,27400
Student_1667,Literature,A,7,105,18,67,83885
Student_1668,Mathematics,C,18,152,18,79,124398
Student_1669,Mathematics,C,53,94,22,60,53203
Student_1670,Literature,F,53,145,18,73,30621
Student_1671,Engineering,E,22,119,18,67,76455
Student_1672,Biology,C,36,123,21,84,133987
Student_1673,Mathematics,F,35,124,18,61,141706
Student_1674,Biology,E,59,121,23,75,63336
Student_1675,History,B,45,88,22,87,31389
Student_1676,Mathematics,B,23,125,23,77,134398
Student_1677,Mathematics,F,54,157,18,94,24922
Student_1678,Biology,A,56,130,19,71,109916
Student_1679,Literature,F,22,134,22,99,61715
Student_1680,Mathematics,D,45,93,20,75,51679
Student_1681,History,A,38,145,20,67,142123
Student_1682,Literature,A,56,142,22,50,67670
Student_1683,Mathematics,D,34,106,19,84,60208
Student_1684,Literature,D,57,146,20,84,147900
Student_1685,History,C,34,83,18,72,119765
Student_1686,Biology,B,38,105,21,89,90921
Student_1687,History,D,22,108,21,90,28514
Student_1688,Mathematics,E,29,85,18,57,113700
Student_1689,Literature,B,57,154,23,83,101661
Student_1690,Engineering,A,1,147,23,92,31620
Student_1691,Mathematics,C,10,97,20,95,55674
Student_1692,Mathematics,E,32,114,21,81,45397
Student_1693,Literature,A,26,158,18,79,23305
Student_1694,Mathematics,B,43,125,24,55,117942
Student_1695,History,A,3,109,21,83,73059
Student_1696,Mathematics,B,19,134,23,66,136299
Student_1697,Literature,C,26,146,25,61,77535
Student_1698,Literature,B,8,96,18,85,28493
Student_1699,Biology,D,45,125,21,83,100593
Student_1700,Engineering,D,49,99,25,79,97748
Student_1701,Literature,F,34,90,24,71,83810
Student_1702,Mathematics,A,8,146,23,63,94435
Student_1703,Literature,B,12,131,21,55,29365
Student_1704,Engineering,F,10,148,24,86,55204
Student_1705,Engineering,E,15,105,20,86,136216
Student_1706,Engineering,F,14,120,23,95,21969
Student_1707,Biology,E,47,146,23,65,89415
Student_1708,History,C,22,83,24,79,97638
Student_1709,Literature,E,45,117,24,60,44563
Student_1710,History,D,33,84,24,87,43198
Student_1711,Engineering,B,33,153,18,74,103953
Student_1712,Literature,C,45,89,23,81,128497
Student_1713,Engineering,A,17,122,23,91,27577
Student_1714,Engineering,F,12,101,24,59,93773
Student_1715,History,A,55,100,25,71,52694
Student_1716,Literature,F,45,140,23,100,133879
Student_1717,Biology,E,37,132,19,98,83503
Student_1718,Literature,C,1,89,19,82,74788
Student_1719,Literature,F,58,98,22,66,138111
Student_1720,History,F,47,140,22,69,69266
Student_1721,Biology,C,28,103,24,62,39837
Student_1722,History,D,42,102,18,83,61016
Student_1723,Mathematics,A,28,102,23,71,31767
Student_1724,Literature,C,53,155,22,57,101648
Student_1725,History,D,25,89,24,86,84082
Student_1726,Engineering,A,0,143,18,69,24437
Student_1727,Mathematics,F,51,93,24,95,104330
Student_1728,Engineering,E,41,105,22,56,20680
Student_1729,Biology,C,2,117,20,97,110379
Student_1730,Mathematics,B,60,102,23,54,32851
Student_1731,History,E,28,84,19,57,114840
Student_1732,Literature,E,31,158,25,54,58420
Student_1733,Biology,D,46,119,22,86,124771
Student_1734,Biology,F,37,88,25,100,122064
Student_1735,History,D,58,94,22,54,73202
Student_1736,Biology,E,22,102,19,87,69931
Student_1737,Literature,F,44,154,25,76,28195
Student_1738,Engineering,D,10,139,22,70,79131
Student_1739,Biology,A,52,145,18,54,74624
Student_1740,History,D,7,152,23,61,143332
Student_1741,Engineering,F,30,95,25,70,27908
Student_1742,Literature,F,33,155,20,100,122028
Student_1743,Engineering,D,4,140,24,97,30416
Student_1744,Engineering,C,8,110,25,76,56672
Student_1745,Mathematics,D,52,140,21,83,88116
Student_1746,Literature,C,53,91,20,64,61013
Student_1747,Literature,C,33,131,23,57,30726
Student_1748,Mathematics,F,43,136,18,95,124841
Student_1749,Biology,C,52,122,22,64,115628
Student_1750,Literature,F,18,148,23,52,92299
Student_1751,History,B,44,108,18,100,42838
Student_1752,Biology,D,45,98,22,91,67945
Student_1753,Engineering,C,30,153,23,94,20809
Student_1754,History,A,48,106,19,98,92026
Student_1755,Engineering,D,16,106,22,92,105751
Student_1756,Engineering,E,53,125,23,76,61358
Student_1757,Mathematics,D,18,130,25,80,88691
Student_1758,Mathematics,B,56,132,19,72,121580
Student_1759,Biology,C,41,144,18,69,21645
Student_1760,History,E,1,151,20,81,88064
Student_1761,Mathematics,D,33,139,20,95,60461
Student_1762,Engineering,F,31,107,22,68,103060
Student_1763,Mathematics,A,58,137,23,78,51932
Student_1764,Literature,D,24,117,18,90,68605
Student_1765,Biology,B,38,99,18,96,54419
Student_1766,Engineering,A,60,104,22,66,60985
Student_1767,Engineering,F,52,160,22,54,130653
Student_1768,Literature,E,41,88,19,58,80098
Student_1769,Engineering,C,37,87,22,94,93122
Student_1770,History,A,23,127,20,72,25615
Student_1771,Engineering,F,11,101,22,60,112922
Student_1772,Mathematics,A,28,102,18,95,136542
Student_1773,Engineering,C,51,128,25,93,33734
Student_1774,Engineering,E,21,154,25,87,107066
Student_1775,Biology,B,18,81,23,51,35437
Student_1776,Mathematics,B,4,134,20,81,56006
Student_1777,Mathematics,E,60,96,19,68,52961
Student_1778,Biology,D,10,151,18,93,28444
Student_1779,Biology,D,37,111,23,61,47045
Student_1780,Mathematics,F,28,96,22,56,126364
Student_1781,History,A,8,156,18,76,74894
Student_1782,History,E,18,147,19,91,59079
Student_1783,History,B,24,147,21,75,35390
Student_1784,Mathematics,A,16,112,18,72,126655
Student_1785,Biology,D,29,124,20,71,57212
Student_1786,Literature,A,40,157,20,83,71697
Student_1787,Mathematics,F,42,87,21,66,46561
Student_1788,History,D,56,101,20,85,147579
Student_1789,History,B,9,101,22,57,103505
Student_1790,Mathematics,A,13,130,24,61,145967
Student_1791,Biology,C,55,124,18,94,84741
Student_1792,History,C,34,132,18,86,90822
Student_1793,Literature,C,22,105,19,78,145028
Student_1794,Mathematics,D,60,125,24,80,72184
Student_1795,Engineering,F,32,103,19,72,36619
Student_1796,Biology,F,14,99,23,59,55070
Student_1797,History,B,38,90,21,93,132710
Student_1798,Mathematics,C,51,106,19,87,147103
Student_1799,Mathematics,F,50,150,25,73,122342
Student_1800,Biology,C,41,146,20,54,79997
Student_1801,Engineering,D,56,140,21,84,62537
Student_1802,Literature,B,36,103,23,81,81169
Student_1803,Engineering,C,26,148,20,58,104110
Student_1804,Literature,D,45,146,18,87,129623
Student_1805,Mathematics,B,42,128,22,96,70482
Student_1806,Biology,F,60,136,18,57,55140
Student_1807,Engineering,A,57,135,25,75,49528
Student_1808,Literature,D,56,122,19,84,89481
Student_1809,Literature,D,33,96,21,89,70680
Student_1810,Mathematics,A,59,124,20,58,65488
Student_1811,Biology,A,59,121,21,84,142362
Student_1812,Mathematics,B,24,83,25,58,59157
Student_1813,Mathematics,A,19,99,20,59,141457
Student_1814,Engineering,D,55,134,18,69,146597
Student_1815,Engineering,B,1,133,25,76,119879
Student_1816,History,D,26,129,24,53,125101
Student_1817,Engineering,B,13,111,25,60,143480
Student_1818,Literature,E,36,135,20,92,56790
Student_1819,History,D,29,86,25,56,135833
Student_1820,Engineering,E,46,95,25,93,45209
Student_1821,Mathematics,B,10,117,20,54,131095
Student_1822,Engineering,F,30,143,24,77,97577
Student_1823,Engineering,F,1,113,19,71,129530
Student_1824,History,D,5,143,25,81,34228
Student_1825,Engineering,C,5,117,22,73,89114
Student_1826,Mathematics,A,47,94,24,89,94208
Student_1827,Literature,B,50,86,23,51,103619
Student_1828,Engineering,A,41,153,21,76,126002
Student_1829,History,B,15,83,25,93,20629
Student_1830,Literature,C,22,131,22,63,41245
Student_1831,Engineering,F,23,141,22,94,29941
Student_1832,Biology,C,47,159,23,56,133457
Student_1833,History,F,34,110,18,89,53046
Student_1834,Engineering,D,24,100,20,93,112151
Student_1835,Literature,C,0,135,18,51,55318
Student_1836,Mathematics,E,12,85,19,51,38525
Student_1837,Literature,F,11,82,23,96,105920
Student_1838,Engineering,D,15,80,25,73,93216
Student_1839,History,A,2,94,22,73,30703
Student_1840,Engineering,A,12,143,25,78,122207
Student_1841,Literature,B,43,116,23,93,137635
Student_1842,Literature,D,37,93,20,68,82788
Student_1843,History,E,59,120,21,68,126603
Student_1844,Literature,B,37,85,23,74,84108
Student_1845,Engineering,F,36,151,24,95,77416
Student_1846,History,C,57,112,24,98,123783
Student_1847,Engineering,B,57,152,19,70,42439
Student_1848,History,A,6,86,22,63,54018
Student_1849,Literature,E,9,138,25,64,105982
Student_1850,History,E,49,153,21,92,66405
Student_1851,Mathematics,A,44,92,19,91,24373
Student_1852,Engineering,B,21,145,19,92,131907
Student_1853,Literature,C,40,158,25,64,102789
Student_1854,Engineering,E,23,90,24,73,147589
Student_1855,Biology,F,24,148,18,71,107183
Student_1856,History,A,18,106,21,100,72712
Student_1857,Engineering,B,37,125,24,79,129742
Student_1858,Literature,E,21,103,22,81,141316
Student_1859,Engineering,D,32,129,24,63,29838
Student_1860,Biology,B,46,151,20,67,92692
Student_1861,History,D,48,141,18,93,30321
Student_1862,Literature,F,19,133,21,90,148178
Student_1863,Literature,B,33,151,20,99,51720
Student_1864,History,A,27,87,21,57,111531
Student_1865,Biology,D,52,81,20,94,83577
Student_1866,Biology,C,46,104,23,67,138901
Student_1867,Mathematics,A,27,108,21,80,136920
Student_1868,Literature,A,44,98,25,85,87765
Student_1869,History,B,26,123,19,55,26741
Student_1870,Mathematics,D,36,108,25,99,141466
Student_1871,Literature,A,60,152,18,74,149335
